Time_Index,Actual_Efficiency_%,Moving_Average_%
1,87.4938621399437,80.5248588427738
2,70.2761260258323,80.7106940034202
3,89.2415154775067,80.6616387713506
4,83.61456578506,81.7318457559982
5,58.103890332429,83.0318298232942
6,89.2488182023846,82.5031691895648
7,97.7412516895247,82.952851786154
8,50.6176179905007,79.5038334973414
9,94.5806445516078,78.0548490151037
10,84.3302962329485,79.0616684275121
11,82.5690456098844,80.0481598775748
12,80.1220312185846,78.0980598173304
13,94.5743295717691,76.0183126531975
14,99.9316226981423,73.5268601735766
15,75.1019203173532,72.5411309556602
16,89.698090734993,74.3982163971133
17,24.3195408763397,74.1766362307944
18,53.422112817063,73.4059625351961
19,97.1844178508631,75.0720448725762
20,98.7914974287665,74.0057068244577
21,48.4918609350549,73.1226915580321
22,28.681182743175,73.6996290701101
23,39.412465885089,73.2227463886987
24,63.8999814267312,71.8237403132208
25,95.2455991614916,70.5847880564944
26,84.8172148760062,70.2932766291761
27,82.3277777775586,69.8224323531018
28,83.9392647381023,72.6007160551185
29,73.2538835892387,74.0899621447302
30,66.669990904435,73.4958796433409
31,94.1077958514444,72.6019576379595
32,70.5843775903576,73.7969241404915
33,66.5942080622098,76.8266299140027
34,75.1525775636151,77.897432522636
35,69.2716917709863,77.6462414836637
36,80.2812052135085,76.1867776845341
37,79.8852149166735,74.5441254774984
38,83.2070346092961,73.6709154699692
39,85.3027678230779,73.444690582951
40,80.9130573211389,73.8212159225642
41,72.391190985694,74.0003291023376
42,89.2752982133986,73.0491832056741
43,60.8285180577553,72.6366275143785
44,58.8761606472851,71.9175207940082
45,66.0563231789007,71.6657465443811
46,51.9641707352917,70.0619492472404
47,64.8635776269742,69.1142359134729
48,79.4147669977389,68.5297185199738
49,80.7843903815029,68.9389947627439
50,70.2522544999021,68.7448868205002
51,75.0848779181749,68.4242883249542
52,62.3332637644447,67.8982459300053
53,52.2120736548045,66.9018354067561
54,70.117092571074,66.8366049235717
55,37.1957458281725,67.4202202800436
56,61.3269385381578,68.0922968529215
57,68.1948670466907,69.8171532761674
58,91.3925594646988,71.0527942877016
59,81.420608978204,71.7826952219726
60,74.5010874102195,71.1361958962114
61,61.8703430867154,71.4812836114101
62,69.3470877484137,72.0448802173745
63,59.5239083940672,73.2193759023271
64,70.5484677767236,75.3519247014102
65,79.4978546364588,76.2894654926834
66,86.4612992002091,79.1728976429695
67,89.5763978576586,80.3642374661872
68,94.0127856831587,80.7402737137799
69,67.8544038662797,79.5227576630563
70,77.1540088038759,79.196955203451
71,86.3568100374632,80.3025933863828
72,85.823177463496,81.6388157896163
73,94.8630496364661,82.5081929037133
74,88.8679083965378,82.9852516823488
75,94.8643888338962,83.9241672940148
76,85.1537350025115,84.1529162391799
77,75.7155919985438,84.4491870304198
78,67.0422384502276,84.2855190712271
79,74.9045597860983,83.1029685616591
80,96.613851068855,83.6608911868676
81,88.5947911513863,84.1470833733557
82,86.7346300303531,83.1527804199744
83,69.0650839667765,82.7693926524354
84,89.3267800100432,82.9404893296647
85,84.0728335397625,83.1452990145422
86,92.386715025007,83.2736854012425
87,86.3030386738036,83.2124839066306
88,70.3617754917983,83.9198574449663
89,79.0128563704505,83.7637489838056
90,86.8778525336385,83.4385037535447
91,66.470750969837,80.8207900381887
92,78.1554221127149,78.9854182157569
93,98.2849831810523,78.5477520080511
94,92.964102094088,77.103168742549
95,97.4321165679021,76.2906066875225
96,83.929705110274,76.3677277197669
97,89.8630627652566,74.9017313993674
98,63.920069227015,74.5372021484176
99,68.3996551808794,73.7665349207817
100,44.259576761735,73.6508078856044
101,51.8873547027504,72.1412723914474
102,77.9813058762367,70.5892056228607
103,40.1734186567344,68.6041846137327
104,73.0755389095146,65.6891955179557
105,85.615254184649,62.3953487825691
106,63.0667886170171,59.6872463275214
107,79.0124536548083,56.9779677169024
108,54.9484309390803,54.1808131161716
109,76.6983156669043,52.9669196953166
110,56.687142650498,53.8140831223856
111,35.4294155981043,56.2527641651681
112,38.4550019301536,58.4858647770481
113,39.9852012655125,58.3922684170563
114,27.0871673863569,60.3270001643149
115,43.2700674669482,61.3434052675874
116,29.7441328978931,61.4509627078396
117,33.919970750641,62.3045279219913
118,39.6422008099142,62.1887620011912
119,85.3429237222595,63.3125675074636
120,93.0331976173859,63.7902000041441
121,96.5493669403509,65.3185821213081
122,76.1093786764003,68.1358452752106
123,78.8680536019053,70.9847391704029
124,93.4036409749657,73.7518970343859
125,87.7664029896918,77.2941266446341
126,80.1380929000514,79.2195546616274
127,76.6971352388062,82.6749553826049
128,77.424541064529,84.2212318728993
129,86.2509656005135,86.876411574169
130,87.2547849937793,85.9164159514091
131,91.7746786761526,84.1647600363983
132,95.4328798340002,83.8253057925214
133,95.3283585451733,82.9527819665175
134,97.9317595913213,82.221768451769
135,81.7786278068144,82.1299720058685
136,98.8521473174425,81.7282117908152
137,64.8455005565284,80.1657666050272
138,92.7457948353082,78.146506910288
139,66.143011267062,79.0047287143759
140,58.0000793171697,78.7792761591065
141,89.7602820628135,78.353946397831
142,58.6589021563223,78.2307836372322
143,64.2477833069355,78.4527794216706
144,91.567712056955,78.492603021922
145,79.7311986886262,78.2783359656823
146,48.8891891842912,77.4837501454039
147,36.3119413440211,76.6312878213787
148,94.5889771462874,77.9294120693997
149,81.7419144951258,78.0807225048757
150,78.7481897682698,78.7613938409756
151,89.3114234641757,80.3881801944095
152,99.8727955227682,80.0153862553158
153,96.1248305502016,81.1954064195573
154,93.6464184665281,82.881225176641
155,65.8869114012457,82.4116964190272
156,81.8029008369379,82.9185637467285
157,90.8079855169491,84.3128034852183
158,95.7720035448282,86.463696845095
159,79.7564379890591,85.1959972081997
160,90.5358063858494,85.9163812588817
161,82.3044032809382,86.5753297576188
162,82.2593054411532,86.1563707732862
163,97.9641584486082,84.3951559107241
164,82.1771369046794,83.8562580848235
165,89.8685452426516,83.5455256938163
166,76.773983954088,82.0817133146963
167,79.3298085415561,79.7459005180418
168,69.2349844083816,77.9140090835047
169,96.1495955087643,75.6287488349035
170,91.9271597430124,76.4213351636143
171,80.9322437775232,73.5545994321891
172,64.6484982715274,73.3127217992213
173,85.3468740321888,73.2804592890186
174,87.4317706463842,70.9166617547294
175,36.6106638188459,70.7487726832174
176,35.0866449038477,69.2186698563604
177,54.1701568262058,67.8841859178152
178,50.066798572805,66.494192936785
179,95.6081645632749,66.5707434682347
180,33.2010917573463,64.2656828538766
181,77.4668506215809,64.1281517081222
182,81.6140552371009,63.5683580196655
183,50.6882077628239,62.7004657920169
184,78.8193554744386,60.5378053818609
185,59.2664887055133,59.0380672531567
186,50.0843051831839,58.8754569710972
187,51.5299489209512,58.8139818875263
188,70.7659950373756,58.4357822645449
189,50.0483832216025,59.6393321959986
190,89.1765368279244,57.4554280771993
191,69.7363700083899,59.1955893882214
192,47.2906537185539,58.554869346701
193,42.0936658290686,57.2055611865991
194,57.4370080723012,59.3343472012167
195,33.3584581776563,58.193606423618
196,33.8571432324295,59.0239615473918
197,46.6061643665774,58.7712923692157
198,74.1377972018792,58.0736154798616
199,51.9300821872885,56.9050484362384
200,68.0043179777895,58.2417930472709
201,64.6524497911719,58.775163843314
202,54.6278920350629,56.4707623011603
203,93.2639280551751,55.6493191957667
204,56.0045399224663,56.8201751660173
205,75.8735911809886,54.735772517506
206,45.0309216196614,56.0693489155392
207,37.5764111338686,57.752526839633
208,47.3946541649131,58.3648911812415
209,76.7832754422512,56.776285893346
210,99.8439527487862,57.1816718699261
211,23.6483391653163,55.8516659930936
212,30.8617916106816,55.2109315442218
213,65.5107852340819,55.3392165316281
214,15.7489551020755,53.4363625528269
215,60.0299861383195,52.8432912067866
216,67.520701714306,51.8520391827739
217,58.8534511987477,51.074304122025
218,42.3656914439681,50.2277080509538
219,60.037801718892,49.3774845795163
220,41.404200441138,48.8762415252521
221,51.8377608137365,45.3385449433166
222,57.1935917831885,45.5902999826691
223,55.2068484791511,46.1327595845443
224,44.14311300166,43.8943543370754
225,56.0485507007342,44.9094190947501
226,29.476220404685,44.0637886766138
227,20.6444897124445,42.2397633209753
228,30.3901847361623,40.7954859057385
229,66.7584143569669,42.3202676009933
230,29.0900211100758,40.6658050098489
231,28.6834399523674,43.0697798098413
232,41.7109836481854,42.3178275077859
233,20.7426802847045,40.6531541871055
234,36.0502502555681,41.0278336566729
235,43.117377775594,43.1513323106678
236,31.0401946015363,43.3889380856982
237,29.9679028940114,44.8953611213268
238,72.8613253490634,47.0064496741994
239,26.948549896005,49.0881825010466
240,89.4836964409858,48.1520677568475
241,36.7987147726282,50.2340949203961
242,23.9001253695812,51.3074963008423
243,62.7004378704978,50.8542100858731
244,86.6130860815593,53.4178482745861
245,60.8006662013407,55.4050599372538
246,59.6046811172571,55.6791005602178
247,62.8662607698977,57.1704549752362
248,72.0248412731064,58.6475250514319
249,48.036119472985,58.2630641820015
250,70.7305643810475,61.0880950190943
251,50.1514675612905,59.8349178820382
252,32.6452593488013,60.5201977709049
253,72.0154440589645,63.0256575367774
254,75.7944835089227,62.4637006177577
255,48.5981902348745,60.0503143010749
256,60.8672829019039,60.6573104502474
257,59.5093044179257,59.3585248371513
258,65.1721079604548,58.1087830118774
259,83.4491666378619,58.2091123458489
260,64.4201536998623,60.6842415273962
261,50.5043125499641,62.114269613173
262,74.0093206870313,62.8887462309142
263,51.4612994901031,63.4993808493339
264,38.3453597479031,63.3562646159139
265,72.9405891847907,62.120073924805
266,33.6289688553351,64.1124961464003
267,37.8714242644198,64.1071818099367
268,74.0314279525364,63.9266547824992
269,97.5387031039306,65.5366323133868
270,99.3311260965834,63.4460617505191
271,65.6409999161153,63.0821538438623
272,44.8579517171955,64.7339477774275
273,69.153119390564,63.20286300728
274,51.0706696867437,63.3054574826897
275,88.4466346667813,62.982113285627
276,60.7609961726316,61.7661449663192
277,55.8987638691761,62.9331747978546
278,97.3716585782066,62.7303959609443
279,41.637755380508,61.6575325579887
280,57.1419955667252,58.1308773197754
281,83.5401912212686,55.0286063283726
282,43.3876252840814,54.2507862628761
283,53.513188998297,55.7364879510418
284,31.8784758066488,55.1643083803438
285,48.6212227986362,55.2488916243771
286,56.9695654860419,53.579167239857
287,33.8158475262139,52.4384995575565
288,52.5741598934247,53.2432526055976
289,27.0055983396653,52.436260866248
290,37.2857062685258,53.7199104881112
291,50.0845986061872,55.345782930912
292,74.5719854805081,55.1960804135364
293,57.7095279766039,55.0757033270367
294,52.76233456741,54.962344419421
295,55.0521469763792,57.6408576325081
296,37.9476425266219,56.5021800254671
297,71.9938248299982,54.9064044609998
298,81.2318237912154,54.6984247403356
299,67.310747817771,53.6537661772681
300,89.6594444227417,54.6609478578426
301,80.546140873756,54.9922712377381
302,40.9800835540889,55.0248346981136
303,51.2460108459819,54.7927967244748
304,85.4487400683915,53.9019680598503
305,25.8476706578146,54.9346723665534
306,25.0540541966964,55.2488267862736
307,29.6562531129303,55.463167136692
308,31.6809886320744,56.0652629643752
309,47.1492319511556,53.863666646132
310,43.9121738664356,53.2425352336153
311,50.7358678136964,50.8306825811849
312,69.9312260077331,49.0668923601993
313,39.8929546841133,51.8090456787188
314,73.4164207014728,52.2494155674928
315,61.3352353707822,50.2795046617077
316,42.234449534991,51.6291076998311
317,84.0357413836621,53.6175296093589
318,37.199897426351,54.8373812221395
319,54.8881195674361,56.924066239431
320,41.422391374135,58.5831871634524
321,45.2703364540433,59.1221129847992
322,95.8231499244787,60.0262258243359
323,60.0534086214618,59.7547268858191
324,46.0505219526897,61.5124635327305
325,52.8397314202836,62.2897483110578
326,64.8224923872524,63.8405148543916
327,54.0532853685427,65.0314203419342
328,73.4146889779039,64.4284573103145
329,80.3316504315836,66.333249078479
330,54.6906902933706,67.8936713296026
331,68.8181246044308,70.5492231678038
332,64.5012472373974,70.965330609691
333,75.0476876223408,68.6633826408148
334,88.96211626802,68.5905568234913
335,92.350566237458,68.5527394264156
336,66.0525592858421,67.9003836280424
337,71.9764807512689,68.650212286815
338,75.2957327896418,69.2832463847889
339,86.0965645899064,67.6338443350988
340,94.5334281381597,65.1601137304076
341,53.5924852917871,64.6375546897363
342,49.7841905469547,65.434417014746
343,58.596892274992,66.9079518697514
344,45.2941740111757,65.6392938725666
345,39.7926154528192,64.031100624778
346,79.8190655627051,62.0463916496784
347,66.7139673280206,61.441254003069
348,40.4266479841015,61.0600109892906
349,30.857038337759,59.6729892105994
350,44.2395094799458,58.3284478254011
351,84.7553711046235,56.7603608631103
352,93.9719443375052,57.6537831704706
353,49.6745276786448,59.3622621241312
354,56.7982513122496,59.3366085718135
355,52.6563867354651,58.8436013767893
356,53.949806353655,60.0311901520782
357,64.3516204757009,60.8636149651535
358,47.555297215817,61.005467759991
359,59.2057368859411,62.8917246551549
360,63.1716888923435,64.7753798494332
361,71.4609314389926,65.6555485831113
362,83.953769620166,64.6296196922009
363,58.0838212286391,63.1279070138171
364,35.4340301106914,65.39327739225
365,63.5443909585973,67.5468461687941
366,96.4675618242113,67.3017002299362
367,69.5510232247704,67.0163853903965
368,78.1517858873787,66.6592752352464
369,68.5301422233253,67.4538417980998
370,61.8428841535069,68.0909838795297
371,64.2367932864163,68.5956936237719
372,63.9376907698304,69.5914422819912
373,94.9819352473027,68.6550421303176
374,99.8696268431315,69.3066776782406
375,47.7534679583071,71.5962439465153
376,48.2435095628605,72.2005503117462
377,57.2094173726983,70.5015600515454
378,63.4466284728857,69.8982996835733
379,71.9485785145398,68.2676371110169
380,73.2658837771873,68.4736628987386
381,91.375904603379,68.990754617778
382,65.2257665866931,69.0754375068422
383,71.1165321870984,70.4911538318882
384,81.2253554761864,68.6708020873602
385,75.6305182632156,65.7915221568473
386,62.4877566201951,65.6339379362487
387,57.4858158653273,65.6111320442838
388,45.5385344362512,65.3607582541316
389,72.6506579777591,65.5426009594018
390,72.1847185342956,64.8951535937994
391,65.9304510676999,63.5990034258382
392,92.2520172707514,62.4027460292698
393,58.5749003567411,61.7956415173738
394,42.2840282328734,61.4519865089699
395,44.6017835463369,59.89140302004
396,47.787391723561,60.1529688255884
397,52.2019415696545,60.1482627471704
398,67.0834825782908,60.4041366767736
399,58.9996312024916,63.0760466085551
400,47.3428804179627,63.6713097640568
401,67.4507566720105,61.8278689213762
402,53.0836763487743,60.8488373288386
403,64.2434320190198,59.7375149831653
404,50.0136856975895,60.3379492226959
405,80.861834374182,63.0653336969307
406,62.3936350518356,64.7257316109039
407,62.6032944573904,65.5826282949028
408,98.9767330718813,65.3105939313352
409,84.5559210877943,64.2801581158616
410,35.315901680684,64.655542061952
411,46.3498192169462,65.9104656233316
412,70.0255703572863,65.1261492968154
413,70.5835851473535,67.0249843224298
414,96.8317177175686,66.7937989074659
415,77.8097418258015,68.118612816061
416,64.9253254035393,66.324142305887
417,46.7612542983016,66.1825862374438
418,46.4747662688201,64.6710262736305
419,66.5073101242988,64.5141060744533
420,72.4413516455552,64.776387758152
421,51.7644301416863,67.6438868996649
422,91.0603768610621,68.6996763967644
423,59.6197237197423,69.9417950752768
424,76.5099638694902,69.1235906966074
425,44.9724241707019,66.9780136926535
426,59.5625136829718,65.3832854761949
427,32.3720951811253,64.0596391006624
428,95.8383290883367,66.0628658527828
429,89.8015547617676,67.8876204245236
430,92.6658845109419,69.015568961928
431,67.4656091589371,69.20712396728
432,94.8679439275352,71.5685299071329
433,54.2194975739646,70.2095402024151
434,53.9201776384902,70.2683299210887
435,45.9151774966289,68.7315130304582
436,38.4523978928896,70.2451004927278
437,86.8257893407103,71.0831291596961
438,82.9698577036369,74.4187486390574
439,89.0662808723855,73.901003531169
440,76.2724517525958,73.3071595997699
441,98.9925489387446,71.8705471378432
442,63.8805827667061,71.9959833353254
443,60.7955180932128,70.9924276049693
444,45.77362605688,70.1422359684051
445,75.2441734160956,68.7341693715896
446,76.3230870223373,70.1030425204702
447,99.0844847683512,72.818801265949
448,85.4834269305677,72.1526050550317
449,77.9246761337876,71.7504840648621
450,63.9336352724064,69.9947882898854
451,69.9743331085827,68.1891525068522
452,74.7968293204111,65.8986316331384
453,37.2156648426827,65.9626960136451
454,25.7588457021785,65.8602766234132
455,73.2926404742421,66.7326230631065
456,92.7675728024649,67.3449062421644
457,73.5018651223651,67.6514979356048
458,74.9274379002441,66.9382165518291
459,53.952365372851,67.3743177377579
460,40.1597360919316,67.2430119886023
461,53.1821314644694,68.8945801560582
462,65.1618703768402,69.3302178663151
463,58.7471302885736,68.5894143304077
464,63.2205548507465,71.0131429886924
465,87.4898369972545,74.7044095510841
466,82.4549208911453,75.4539971591663
467,84.8188570928369,74.7457543949052
468,94.2054506491433,74.9608462520059
469,75.2985611506769,75.2150375050673
470,96.9649986215226,75.5408994985412
471,78.6870873137217,77.0542122664304
472,59.9807586022626,78.1161987650961
473,85.690238008376,79.6203420607983
474,99.5841769500138,80.513419426709
475,88.2843926358856,81.3833947168697
476,78.6027175172421,80.8935349447643
477,77.8037022643792,81.4312205732738
478,80.0112629614727,81.2184129755957
479,60.4696052423288,80.4754546855884
480,70.425991449715,79.1375070451255
481,74.4218614377851,79.2681598286722
482,95.2447362908838,77.5399051286671
483,76.6086776067869,76.4521595486091
484,80.620060653961,76.49833248198
485,77.6926415551467,71.9524946112374
486,93.2086334613349,71.1692905469202
487,80.5627051392758,71.8014699651423
488,79.3462848489967,72.6600413801585
489,48.5396083414194,73.4247180165206
490,99.578054292456,74.8062374622122
491,44.1219933136189,74.7592697775138
492,38.2258470011032,74.7770281111837
493,86.6136966757952,73.6399332123115
494,8.6674195351621,73.4653011891071
495,72.620311349541,73.0181287225537
496,91.2463058816843,72.7064945337142
497,94.9751305647018,71.2420560388841
498,95.3047956887154,70.5250830311617
499,88.0999941561617,69.7899828796754
500,69.4866377557462,71.721835110426
